utterance,response,response_time,speaker,responder,utterance_time,start_time,error,age,past_tense,plural,overlap,source_file
 you broke it again, I broke it again,0.0,MOT,CHI,1.0650000000000546,980.78,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 I broke it again, where you gonna where's he gonna go in the tractor,2.0,CHI,MOT,1.5459999999999354,981.845,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 where you gonna where's he gonna go in the tractor, gon going to mow lawn,0.0,MOT,CHI,2.1560000000000628,985.391,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 gon going to mow lawn, mow the lawn okay,0.0,CHI,MOT,3.076000000000022,987.547,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 mow the lawn okay, gon going to mow lawn,0.0,MOT,CHI,1.5459999999999354,990.623,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 gon going to mow lawn, who mows the lawn at your house,0.0,CHI,RYA,2.6940000000000737,992.169,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 who mows the lawn at your house, xxx lawn not in the in in the house,2.0,RYA,CHI,1.6119999999999663,994.863,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 xxx lawn not in the in in the house, no,0.0,CHI,RYA,5.831000000000017,998.475,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 no, lawn in the ga,0.0,RYA,CHI,0.46499999999991815,1004.306,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 lawn in the ga, but but who who uses the lawnmower,0.0,CHI,MOT,2.4440000000000737,1004.771,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 but but who who uses the lawnmower, daddy does,0.0,MOT,CHI,3.3419999999999845,1007.215,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 daddy does, yeah,0.0,CHI,RYA,2.36099999999999,1010.557,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 yeah, daddy does,0.0,RYA,MOT,0.5819999999999936,1012.918,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 daddy does, do you do you mow the lawn,0.0,MOT,RYA,0.8970000000000482,1013.5,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 do you do you mow the lawn, no I'm not Daddy does,0.0,RYA,CHI,1.7969999999999118,1014.397,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 no I'm not Daddy does, oh when,0.0,CHI,RYA,3.324000000000069,1016.194,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 oh when, when does he mow the lawn,2.0,RYA,RYA,0.9979999999999336,1019.518,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 when does he mow the lawn, xxx,0.0,RYA,CHI,1.3970000000000482,1022.516,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 xxx, where's he goin,3.0,CHI,MOT,5.701999999999998,1023.913,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 where's he goin, they're go get more ca they're go get more sand,0.0,MOT,CHI,1.55600000000004,1032.615,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 they're go get more ca they're go get more sand, go get more sand okay,0.0,CHI,MOT,4.519999999999982,1034.171,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 go get more sand okay, better get these houses out of the way,0.0,MOT,MOT,1.8789999999999054,1038.691,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 better get these houses out of the way, they got more sand,0.0,MOT,CHI,3.407000000000153,1040.57,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 they got more sand, they got it,0.0,CHI,RYA,3.6579999999999018,1043.977,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 they got it, they're got it,0.0,RYA,CHI,0.6479999999999109,1047.635,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 they're got it, they're got more sand,0.0,CHI,CHI,1.7130000000001928,1048.283,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 they're got more sand, now what,0.0,CHI,RYA,1.8959999999999582,1049.996,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 now what, they're got more sand,0.0,RYA,CHI,0.4639999999999418,1051.892,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 they're got more sand, now what are they gonna do,0.0,CHI,RYA,2.1949999999999363,1052.356,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 now what are they gonna do, they're gotta he got go get more sand he got go get more sand,0.0,RYA,CHI,1.1480000000001382,1054.551,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 they're gotta he got go get more sand he got go get more sand, I thought you just got more sand,0.0,CHI,MOT,6.516999999999825,1055.699,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 I thought you just got more sand, got more sand,0.0,MOT,CHI,1.2800000000002,1062.216,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 got more sand, now can you show me what uh what the lady's going to do with the sand,1.0,CHI,RYA,3.2590000000000146,1063.496,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 now can you show me what uh what the lady's going to do with the sand, with the sand she just bought,0.0,RYA,RYA,4.518999999999778,1067.755,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 with the sand she just bought, gon going to dump it in there,0.0,RYA,CHI,1.6290000000001328,1072.274,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 gon going to dump it in there, can you show me that,0.0,CHI,RYA,1.8129999999998745,1073.903,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 can you show me that, can you show me her dumping the sand,0.0,RYA,RYA,0.9470000000001164,1075.716,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 can you show me her dumping the sand, xxx they're got he gotta put it in there,2.0,RYA,CHI,3.0090000000000146,1076.663,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 xxx they're got he gotta put it in there, show me,0.0,CHI,RYA,6.101999999999862,1081.672,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 show me, right in there,7.0,RYA,CHI,0.5640000000000782,1087.774,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 right in there, oh okay,0.0,CHI,RYA,1.4629999999999654,1095.338,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 oh okay, they got more sand,0.0,RYA,CHI,1.1639999999999873,1096.801,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 they got more sand, they're got more sand,0.0,CHI,CHI,3.1590000000001055,1097.965,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 they're got more sand, they're got more sand,0.0,CHI,CHI,3.9729999999999563,1101.124,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 they're got more sand, okay is there sand in there,0.0,CHI,MOT,2.6110000000001037,1105.097,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 okay is there sand in there, now what can they do,0.0,MOT,MOT,0.9969999999998436,1107.708,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 now what can they do, this can't get in there,4.0,MOT,CHI,0.8820000000000618,1108.705,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 this can't get in there, she can't,0.0,CHI,RYA,2.8599999999999,1113.587,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 she can't, where's the keepor scooper,0.0,RYA,CHI,1.397000000000162,1116.447,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 where's the keepor scooper, a scooper,0.0,CHI,MOT,4.304999999999836,1117.844,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 a scooper, eh,0.0,MOT,CHI,1.0300000000002,1122.149,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 eh, there's not what there's no toys for the sandbox,1.0,CHI,MOT,2.27800000000002,1123.179,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 there's not what there's no toys for the sandbox, you just hafta pretend huh,3.0,MOT,MOT,2.5269999999998163,1126.457,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 you just hafta pretend huh, they got go get more sand,2.0,MOT,CHI,1.4629999999999654,1131.984,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 they got go get more sand, more again,0.0,CHI,MOT,2.6390000000001237,1135.447,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 more again, more again,0.0,MOT,CHI,1.247000000000071,1138.086,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 more again, got go get more they're got go get more again,0.0,CHI,CHI,2.0950000000000273,1139.333,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 got go get more they're got go get more again, and where did you go in the van this weekend,0.0,CHI,MOT,4.953999999999951,1141.428,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 and where did you go in the van this weekend, who did you go see,0.0,MOT,MOT,2.02800000000002,1146.382,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 who did you go see, did you go on a trip this weekend,5.0,MOT,RYA,2.3609999999998763,1148.41,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 did you go on a trip this weekend, go like this huh,4.0,RYA,CHI,1.8130000000001019,1155.771,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 go like this huh, go like this,0.0,CHI,CHI,3.647999999999911,1161.584,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 go like this, go like,0.0,CHI,CHI,1.6290000000001328,1165.232,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 go like, go like that,0.0,CHI,MOT,0.9979999999998199,1166.861,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 go like that, no try again,0.0,MOT,MOT,1.3140000000000782,1167.859,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 no try again, it doesn't go like that either,0.0,MOT,MOT,0.6649999999999636,1169.173,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 it doesn't go like that either, yes it is,0.0,MOT,CHI,1.0299999999999727,1169.838,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 yes it is, go like that,0.0,CHI,CHI,2.7770000000000437,1170.868,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 go like that, now find you gotta find the holes,0.0,CHI,MOT,2.6100000000001273,1173.645,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 now find you gotta find the holes, see where the it's got little buttons,0.0,MOT,MOT,2.658999999999878,1176.255,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 see where the it's got little buttons, little button,5.0,MOT,CHI,1.7960000000000491,1178.914,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 little button, I got it,4.0,CHI,CHI,1.75,1185.71,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 I got it, you got it okay,0.0,CHI,MOT,2.018000000000029,1191.46,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 you got it okay, good job,0.0,MOT,RYA,2.425999999999931,1193.478,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 good job, huh,0.0,RYA,CHI,0.8140000000000782,1195.904,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 huh, hey look he's got some crayons out do you wanna,-0.6000000000001364,CHI,MOT,1.9629999999999654,1196.718,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 hey look he's got some crayons out do you wanna, what's in there,-0.3999999999998636,MOT,CHI,2.046000000000049,1198.081,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 what's in there, do you wanna show Ryan how you draw,0.0,CHI,MOT,0.9809999999999945,1199.727,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 do you wanna show Ryan how you draw, xxx the farm,-0.40000000000009095,MOT,CHI,1.7129999999999654,1200.708,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 xxx the farm, cow in in here,0.0,CHI,CHI,1.8959999999999582,1202.021,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 cow in in here, what was that cow doing,0.0,CHI,RYA,3.076000000000022,1203.917,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 what was that cow doing, hey he was in here,0.0,RYA,CHI,1.7129999999999654,1206.993,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 hey he was in here, why,0.0,CHI,RYA,3.0090000000000146,1208.706,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 why, he was in there,0.0,RYA,CHI,0.7480000000000473,1211.715,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 he was in there, what was he doin in there,0.0,CHI,RYA,2.1110000000001037,1212.463,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 what was he doin in there, he was in there,0.0,RYA,CHI,1.1309999999998581,1214.574,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 he was in there, yeah,0.0,CHI,RYA,1.9450000000001637,1215.705,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 yeah, a chicken in there,0.0,RYA,CHI,0.5649999999998272,1217.65,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 a chicken in there, a chicken in there,0.0,CHI,MOT,2.6760000000001583,1218.215,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 a chicken in there, two chicken,0.0,MOT,CHI,1.0639999999998508,1220.891,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 two chicken, two chicken,0.0,CHI,CHI,1.2129999999999654,1221.955,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 two chicken, all right,0.0,CHI,MOT,1.7130000000001928,1223.168,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 all right, oh,0.0,MOT,MOT,1.8619999999998527,1224.881,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 oh, oh what happened,0.0,MOT,MOT,1.7129999999999654,1226.743,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 oh what happened, dropped the chicken,0.0,MOT,CHI,0.9970000000000709,1228.456,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 dropped the chicken, you dropped the chicken,0.0,CHI,MOT,0.9470000000001164,1229.453,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 you dropped the chicken, xxx,0.0,MOT,CHI,0.8979999999999109,1230.4,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 xxx, where is she,0.0,CHI,RYA,3.574000000000069,1231.298,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 where is she, he's in the potty,0.0,RYA,CHI,2.5269999999998163,1234.872,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 he's in the potty, she's in the potty,0.0,CHI,RYA,3.5750000000000455,1237.399,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 she's in the potty, oh no,0.0,RYA,MOT,1.94399999999996,1240.974,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 oh no, where's the farmer,0.0,MOT,MOT,2.5440000000000964,1242.918,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 where's the farmer, right over there,0.0,MOT,CHI,4.622000000000071,1245.462,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 right over there, where,0.0,CHI,MOT,2.675999999999931,1250.084,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 where, oh,0.0,MOT,RYA,1.1300000000001091,1252.76,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 oh, drivin tractor,0.0,RYA,CHI,3.425999999999931,1253.89,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 drivin tractor, drivin tractor,0.0,CHI,MOT,1.8599999999999,1257.316,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 drivin tractor, get it get get chickens out of way,0.0,MOT,CHI,1.3800000000001091,1259.176,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 get it get get chickens out of way, get chickens out of the way,0.0,CHI,MOT,6.2849999999998545,1260.556,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 get chickens out of the way, I dropped that,0.0,MOT,CHI,1.7290000000000418,1266.841,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 I dropped that, you dropped that,0.0,CHI,MOT,3.2430000000001655,1268.57,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 you dropped that, here you go,0.0,MOT,RYA,0.8799999999998818,1271.813,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 here you go, Ben can you tell me where the where the lady is,0.0,RYA,RYA,1.2309999999999945,1272.693,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 Ben can you tell me where the where the lady is, xxx puppy xxx,3.0,RYA,CHI,4.089999999999918,1273.924,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 xxx puppy xxx, where was the puppy,0.0,CHI,MOT,3.734000000000151,1281.014,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 where was the puppy, him right o the farm,0.0,MOT,CHI,1.6289999999999054,1284.748,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 him right o the farm, him right on him right on the farm,0.0,CHI,CHI,2.9260000000001583,1286.377,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 him right on him right on the farm, right on the farm,-0.7000000000000455,CHI,MOT,4.0909999999998945,1289.303,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 right on the farm, and where's this lady,0.0,MOT,RYA,1.6290000000001328,1292.694,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 and where's this lady, this lady where is she,0.0,RYA,RYA,3.3599999999999,1294.323,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 this lady where is she, go go,0.0,RYA,CHI,1.9269999999999072,1297.683,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 go go, where is she,0.0,CHI,RYA,2.8430000000000746,1299.61,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 where is she, go back here,0.0,RYA,CHI,1.3790000000001328,1302.453,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 go back here, oh,0.0,CHI,RYA,1.546999999999798,1303.832,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 oh, warfy warfy warfy,0.0,RYA,CHI,1.0650000000000546,1305.379,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 warfy warfy warfy, ah the tractor,0.0,CHI,CHI,3.490000000000009,1306.444,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 ah the tractor, what was the doggy sayin,0.0,CHI,MOT,2.7770000000000437,1309.934,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 what was the doggy sayin, the tractor,0.0,MOT,CHI,0.8150000000000546,1312.711,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 the tractor, they're gon going to watch out,0.0,CHI,CHI,3.173999999999978,1313.526,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 they're gon going to watch out, they're gon going to watch out that tractor,0.0,CHI,CHI,3.5579999999999927,1316.7,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 they're gon going to watch out that tractor, they're gonna watch out for the tractor,0.0,CHI,RYA,3.574000000000069,1320.258,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 they're gonna watch out for the tractor, yeah,0.0,RYA,CHI,1.3139999999998508,1323.832,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 yeah, what's the tractor gonna do,0.0,CHI,RYA,1.1300000000001091,1325.146,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 what's the tractor gonna do, tr tractor gonna come in t here,0.0,RYA,CHI,1.5459999999998217,1326.276,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 tr tractor gonna come in t here, what happened,0.0,CHI,RYA,4.9050000000002,1327.822,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 what happened, it falled fell out,0.0,RYA,CHI,2.6269999999999527,1332.727,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 it falled fell out, it fall out,0.0,CHI,MOT,2.576000000000022,1335.354,True,['P2Y04M13D'],True,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 it fall out, I will pick him up,0.0,MOT,RYA,1.3139999999998508,1337.93,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 I will pick him up, hey are these are these new shoes,5.0,RYA,RYA,3.2409999999999854,1339.244,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 hey are these are these new shoes, yeah,0.0,RYA,CHI,1.6670000000001437,1347.485,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 yeah, when did you get those,0.0,CHI,RYA,0.9809999999999945,1349.152,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 when did you get those, at at my house,0.0,RYA,CHI,1.3789999999999054,1350.133,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 at at my house, yeah,0.0,CHI,RYA,3.8250000000000455,1351.512,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 yeah, at my house,0.0,RYA,CHI,0.6639999999999873,1355.337,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 at my house, did you pick those out,0.0,CHI,RYA,2.0950000000000273,1356.001,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
 did you pick those out, yeah,0.0,RYA,CHI,0.8979999999999109,1358.096,False,['P2Y04M13D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020413.xml
