utterance,response,response_time,speaker,responder,utterance_time,start_time,error,age,past_tense,plural,overlap,source_file
 that's not the black brush brush, no it's not a brack black bush brush but I it will look black because we're gonna use the black paint won't it,0,CHI,FAT,3.092,388,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 no it's not a brack black bush brush but I it will look black because we're gonna use the black paint won't it, I wonder what he would talk about if he could talk,43.2,FAT,FAT,3.74,391.092,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 I wonder what he would talk about if he could talk, make one for me,0,FAT,CHI,2.277,438.032,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 make one for me, make one for me,0,CHI,CHI,4.805,440.309,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 make one for me, xxx,0,CHI,CHI,1.297,445.114,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 xxx, a microphone for you,0,CHI,FAT,1.296,446.411,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 a microphone for you, should we give the flying head some really black eyes here,9,FAT,FAT,0.982,447.707,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 should we give the flying head some really black eyes here, yes,0,FAT,CHI,2.627,457.689,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 yes, right here,0,CHI,FAT,1.196,460.316,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 right here, with some really sharp teeth,0,FAT,CHI,1.082,461.512,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 with some really sharp teeth, oh yeah sharp teeth okay,0,CHI,FAT,3.657,462.594,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 oh yeah sharp teeth okay, now is that an eyebrow what is that you're painting,8,FAT,FAT,1.629,466.251,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 now is that an eyebrow what is that you're painting, another sharp tooth,0,FAT,CHI,1.813,475.88,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 another sharp tooth, sharp teet wow does he have two mouths,0,CHI,FAT,3.807,477.693,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 sharp teet wow does he have two mouths, or is that just the top teeth and the bottom teeth there,0,FAT,FAT,2.278,481.5,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 or is that just the top teeth and the bottom teeth there, top teeth,0,FAT,CHI,3.99,483.778,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 top teeth, okay,0,CHI,FAT,2.378,487.768,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 okay, all right are we gonna do another microphone for Emma,19,FAT,FAT,0.548,490.146,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 all right are we gonna do another microphone for Emma, yes,0,FAT,CHI,2.36,509.694,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 yes, okay,0,CHI,FAT,0.566,512.054,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 okay, should we paint Emma first should we paint you first,0,FAT,FAT,0.55,512.62,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 should we paint Emma first should we paint you first, yes,0,FAT,CHI,2.063,513.17,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 yes, okay,0,CHI,FAT,0.647,515.233,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 okay, what color Emma should we make,0,FAT,FAT,0.583,515.88,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 what color Emma should we make, orange how about an orange Emma,0,FAT,FAT,2.343,516.463,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 orange how about an orange Emma, an Emma,0,FAT,CHI,4.389,518.806,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 an Emma, no,0,CHI,CHI,5.786,523.195,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 no, no,0,CHI,FAT,1.313,528.981,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 no, are you orange,0,FAT,FAT,0.947,530.294,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 are you orange, you're kind of orange aren't you,0,FAT,FAT,2.694,531.241,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 you're kind of orange aren't you, yeah,0,FAT,CHI,2.759,533.935,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 yeah, I mean you're you're more orange than any any other of these colors I think,0,CHI,FAT,1.546,536.694,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 I mean you're you're more orange than any any other of these colors I think, there's that little Emma right because you're very much littler than the flying head,11,FAT,FAT,2.943,538.24,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 there's that little Emma right because you're very much littler than the flying head, I'm big than him,0,FAT,CHI,4.073,552.183,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 I'm big than him, well you you are big but you're you're big compared to the spider but compared to this flying you're littler than the flying head aren't you,-0.8,CHI,FAT,4.473,556.256,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 well you you are big but you're you're big compared to the spider but compared to this flying you're littler than the flying head aren't you, I'm not little,0,FAT,CHI,6.018,559.929,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 I'm not little, no,0,CHI,FAT,3.343,565.947,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 no, how big,0,FAT,FAT,0.564,569.29,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 how big, I'm big,0,FAT,CHI,1.713,569.854,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 I'm big, how big are you,0,CHI,FAT,0.649,571.567,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 how big are you, I'm pretty big,0,FAT,CHI,0.88,572.216,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 I'm pretty big, you're pretty big,0,CHI,FAT,3.823,573.096,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 you're pretty big, are you as big as a car,0,FAT,FAT,0.815,576.919,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 are you as big as a car, where's the spider,0,FAT,CHI,4.722,577.734,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 where's the spider, I don't know where the spider went honey,0,CHI,FAT,3.658,582.456,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 I don't know where the spider went honey, I thought he just kinda kind of dried up,9.8,FAT,FAT,2.129,586.114,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 I thought he just kinda kind of dried up, I want the xxx,0,FAT,CHI,1.397,598.043,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 I want the xxx, what do you want,0,CHI,FAT,4.406,599.44,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 what do you want, he ran away,0.049,FAT,FAT,0.731,603.846,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 he ran away, want another one with red paint,-1.314,FAT,CHI,1.314,604.626,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 want another one with red paint, you want another microphone for Emma,-0.7,CHI,FAT,4.639,604.626,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 you want another microphone for Emma, yes,0,FAT,CHI,1.796,608.565,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 yes, let's paint Emma's micro,-0.898,CHI,FAT,0.898,610.361,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 let's paint Emma's micro, all right well we have Emma now which is good,0,FAT,FAT,1.546,610.361,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 all right well we have Emma now which is good, let's do the microphone for Emma,0,FAT,FAT,1.88,611.907,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 let's do the microphone for Emma, I need them red for me,-0.8,FAT,CHI,2.027,613.787,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 I need them red for me, green and red,0,CHI,FAT,2.794,615.014,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 green and red, all right let's do the red light first,5,FAT,FAT,1.113,617.808,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 all right let's do the red light first, I think that's rectangle,0,FAT,CHI,1.147,623.921,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 I think that's rectangle, well it is kind of a rectangle isn't it,0,CHI,FAT,3.492,625.068,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 well it is kind of a rectangle isn't it, all right here's Emma's microphone over here,6.3,FAT,FAT,2.194,628.56,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 all right here's Emma's microphone over here, a rectangle,0,FAT,CHI,2.527,637.054,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 a rectangle, a rectangle with a red light,0,CHI,FAT,3.491,639.581,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 a rectangle with a red light, we're missin that piec,0,FAT,CHI,1.813,643.072,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 we're missin that piec, xxx red,0,CHI,CHI,3.176,644.885,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 xxx red, no we're missing that piece of the puzzle,0,CHI,FAT,1.546,648.061,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 no we're missing that piece of the puzzle, you ready for your green light,8,FAT,FAT,1.247,649.607,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 you ready for your green light, yes,0,FAT,CHI,1.064,658.854,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 yes, okay,0,CHI,FAT,0.815,659.918,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 okay, I'm,0,FAT,CHI,0.481,660.733,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 I'm, here's your green light,0,CHI,FAT,1.415,661.214,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 here's your green light, there you go,0,FAT,FAT,0.564,662.629,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 there you go, now red light be next,0,FAT,CHI,3.176,663.193,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 now red light be next, well I put the red light here though right,0,CHI,FAT,2.544,666.369,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 well I put the red light here though right, red light green light,0,FAT,FAT,1.231,668.913,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 red light green light, now do we need a cord for you,0,FAT,FAT,1.629,670.144,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 now do we need a cord for you, yes,0,FAT,CHI,2.612,671.773,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 yes, all right let's draw your cord,0,CHI,FAT,0.814,674.385,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 all right let's draw your cord, should we make a black cord or what color cord should we make,0,FAT,FAT,1.249,675.199,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 should we make a black cord or what color cord should we make, a black cord,0,FAT,CHI,3.473,676.448,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 a black cord, a black cord,0,CHI,FAT,1.862,679.921,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 a black cord, we don't wanna knock your water over,3,FAT,FAT,0.483,681.783,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 we don't wanna knock your water over, I think put I put it right there,0,FAT,CHI,2.377,685.266,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 I think put I put it right there, oh do you think it's gonna stick there,0,CHI,FAT,6.085,687.643,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 oh do you think it's gonna stick there, I think it is gonna stick there,0,FAT,CHI,1.297,693.728,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 I think it is gonna stick there, I'm gonna make your cord now,0,CHI,FAT,2.942,695.025,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 I'm gonna make your cord now, look at this long cord we could clip it right here,0,FAT,FAT,1.363,697.967,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 look at this long cord we could clip it right here, yes,0,FAT,CHI,3.99,699.33,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 yes, it doesn't stick,0,CHI,CHI,0.565,703.32,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 it doesn't stick, oh it didn't stick,-3.657,CHI,JES,3.657,703.885,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 oh it didn't stick, it didn't stick did it it fell off,0,JES,FAT,3.609,703.885,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 it didn't stick did it it fell off, it's funny how the the paint sticks to the paper but the puzzle doesn't stick to the easel does it,0,FAT,FAT,2.926,707.494,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 it's funny how the the paint sticks to the paper but the puzzle doesn't stick to the easel does it, perfect,4,FAT,CHI,6.102,710.42,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 perfect, perfect,0,CHI,FAT,1.314,720.522,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 perfect, whoa,-1.13,FAT,JES,1.13,721.836,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 whoa, oops,0,JES,CHI,1.397,721.836,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 oops, well it will look good there,0,CHI,FAT,1.529,723.233,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 well it will look good there, that red puzzle piece on the red button,0,FAT,FAT,1.414,724.762,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 that red puzzle piece on the red button, perfect,0,FAT,CHI,1.762,726.176,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 perfect, you know what I think you'd need glue for that wouldn't you,0,CHI,FAT,4.389,727.938,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 you know what I think you'd need glue for that wouldn't you, glue is makes things stick but paint doesn't,0,FAT,FAT,6.184,732.327,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 glue is makes things stick but paint doesn't, put some glue in now,0,FAT,CHI,3.889,738.511,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 put some glue in now, well you know what,0,CHI,FAT,3.658,742.4,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 well you know what, you couldn't use it like a puzzle anymore,10.4,FAT,FAT,1.064,746.058,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 you couldn't use it like a puzzle anymore, let's glue the whole thing together,0,FAT,CHI,1.629,757.522,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 let's glue the whole thing together, you wanna glue the puzzle together or can you just put it back where put it back in the in the little rectangle,0,CHI,FAT,7.482,759.151,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 you wanna glue the puzzle together or can you just put it back where put it back in the in the little rectangle, I bet one of these pieces fits better than the other ones,15,FAT,FAT,7.963,766.633,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 I bet one of these pieces fits better than the other ones, let's make somethin out of it,0,FAT,CHI,3.026,789.596,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 let's make somethin out of it, all right what should we make,0,CHI,FAT,5.02,792.622,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 all right what should we make, is that a car,8,FAT,FAT,1.463,797.642,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 is that a car, car,0,FAT,CHI,0.981,807.105,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 car, what's this one,0,CHI,FAT,0.732,808.086,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 what's this one, a bicycle,0,FAT,CHI,1.213,808.818,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 a bicycle, mm hm,0,CHI,FAT,2.444,810.031,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 mm hm, and this is,0,FAT,FAT,0.648,812.475,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 and this is, a bus,0,FAT,CHI,3.092,813.123,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 a bus, bus mm hm,0,CHI,FAT,2.028,816.215,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 bus mm hm, and what's that one there,0,FAT,FAT,0.683,818.243,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 and what's that one there, train,0,FAT,CHI,1.512,818.926,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 train, train and then,0,CHI,FAT,1.879,820.438,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 train and then, airplane,0,FAT,CHI,1.397,822.317,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 airplane, airplane okay,0,CHI,FAT,1.927,823.714,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 airplane okay, and you have a new bicycle don't you,22,FAT,FAT,0.749,825.641,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 and you have a new bicycle don't you, we should ride that,0,FAT,CHI,1.896,848.39,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 we should ride that, remember this thing about you needing to wear a helmet when you're on the bicycle,5,CHI,FAT,3.74,850.286,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 remember this thing about you needing to wear a helmet when you're on the bicycle, I did xxx,0,FAT,CHI,3.823,859.026,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 I did xxx, why do we needta why do we needta ride wear a helmet,0,CHI,FAT,2.612,862.849,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 why do we needta why do we needta ride wear a helmet, what might happen if we don't wear a helmet,0,FAT,FAT,2.277,865.461,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 what might happen if we don't wear a helmet, something about this thing here this head,0,FAT,FAT,3.825,867.738,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 something about this thing here this head, yes,0.232,FAT,CHI,3.99,871.563,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 yes, you know well you know that mommy and daddy wear a helmet when we ride our bikes all the time,0,CHI,FAT,2.046,875.785,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 you know well you know that mommy and daddy wear a helmet when we ride our bikes all the time, he went to sleep,14.7,FAT,JES,4.056,877.831,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 he went to sleep, I'm still lookin for him,0,JES,CHI,0.897,896.587,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
 I'm still lookin for him, yeah he's hiding from you I think,0,CHI,FAT,3.992,897.484,FALSE,['P2Y08M18D'],FALSE,FALSE,FALSE,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/020818.xml
