utterance,response,response_time,speaker,responder,utterance_time,error,age,past_tense,plural,overlap,source_file
 under the table, und table,0.0,RYA,CHI,1.5460000000000207,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 und table, they're done eatin,0.0,CHI,CHI,0.7309999999999945,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 they're done eatin, they're they're done eatin okay,0.0,CHI,MOT,1.5459999999999923,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 they're they're done eatin okay, they're leaving,0.0,MOT,CHI,2.1119999999999948,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 they're leaving, now they're leaving okay,0.0,CHI,MOT,1.4629999999999939,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 now they're leaving okay, now they're leavin,0.0,MOT,CHI,1.3310000000000173,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 now they're leavin, here their car,0.0,CHI,CHI,1.1129999999999995,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 here their car, here car,0.0,CHI,CHI,3.008999999999986,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 here car, Daddy gon going to get in there,0.0,CHI,CHI,1.6299999999999955,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 Daddy gon going to get in there, xxx,0.0,CHI,CHI,2.7590000000000146,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 xxx, is she drivin,1.0,CHI,MOT,4.63900000000001,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 is she drivin, he's gonna drive,2.0,MOT,CHI,1.7129999999999939,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 he's gonna drive, where's she gonna drive the car,5.0,CHI,RYA,2.1389999999999816,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 where's she gonna drive the car, he he's gon going to drive out he's gon going to drive over,0.0,RYA,CHI,1.879000000000019,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 he he's gon going to drive out he's gon going to drive over, oh,0.0,CHI,RYA,7.712999999999994,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 oh, he gon going to drive over,0.0,RYA,CHI,1.4630000000000223,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 he gon going to drive over, over where,0.0,CHI,RYA,1.3799999999999955,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 over where, eh he gon going to drive over,0.0,RYA,CHI,0.8149999999999977,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 eh he gon going to drive over, xxx,0.0,CHI,CHI,2.359999999999957,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 xxx, Daddy's he fall down,0.0,CHI,CHI,2.212000000000046,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 Daddy's he fall down, oh no,0.0,CHI,RYA,2.676999999999964,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 oh no, tractor fall apart,0.0,RYA,CHI,1.1299999999999955,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 tractor fall apart, tractor fixed xxx fixed xxx out,0.0,CHI,CHI,3.2760000000000105,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 tractor fixed xxx fixed xxx out, Daddy gon going to his daddy gon going to ride tractor,3.0,CHI,CHI,5.5020000000000095,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 Daddy gon going to his daddy gon going to ride tractor, his dad's gonna ride the tractor okay,0.0,CHI,MOT,3.6089999999999804,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 his dad's gonna ride the tractor okay, where is the dad,0.0,MOT,MOT,1.9440000000000168,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 where is the dad, he he gon going to ride tractor,0.0,MOT,CHI,1.1299999999999955,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 he he gon going to ride tractor, you see he gon going to ride tractor,6.0,CHI,CHI,3.2590000000000146,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 you see he gon going to ride tractor, gonna drive it,0.0,CHI,CHI,2.776999999999987,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 gonna drive it, he fall down hill,0.0,CHI,CHI,1.6120000000000232,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 he fall down hill, his daddy fall down hill,0.0,CHI,CHI,1.8789999999999623,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 his daddy fall down hill, oh no,0.0,CHI,RYA,2.5930000000000177,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 oh no, boink boink he boink that that car,0.0,RYA,CHI,0.6480000000000246,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 boink boink he boink that that car, he did what with the car,0.0,CHI,MOT,6.517999999999972,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 he did what with the car, he boink that car,0.0,MOT,CHI,3.0740000000000123,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 he boink that car, oh he boinked the car,0.0,CHI,MOT,3.5260000000000105,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 oh he boinked the car, he boinked it,0.0,MOT,RYA,0.9459999999999695,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 he boinked it, he boinked it again,0.0,RYA,CHI,0.8160000000000309,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 he boinked it again, he boinked it again,0.0,CHI,RYA,4.553999999999974,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 he boinked it again, he boinked it again,0.0,RYA,CHI,1.7130000000000223,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 he boinked it again, xxx,0.0,CHI,CHI,1.9449999999999932,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 xxx, what was she what is she doin,0.0,CHI,MOT,5.5190000000000055,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 what was she what is she doin, there nothing down in there,0.0,MOT,CHI,2.194000000000017,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 there nothing down in there, nothin in there,0.0,CHI,MOT,2.9259999999999877,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 nothin in there, what's was she doin there,0.0,MOT,MOT,1.8799999999999955,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 what's was she doin there, he now he gon going to drive in there,0.0,MOT,CHI,1.129000000000019,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 he now he gon going to drive in there, up in there,0.0,CHI,CHI,3.6569999999999823,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 up in there, oh she's gonna drive too huh,0.0,CHI,MOT,2.0289999999999964,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 oh she's gonna drive too huh, xxx on his bottom,4.0,MOT,CHI,1.978999999999985,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 xxx on his bottom, on his bottom,0.0,CHI,RYA,12.158999999999992,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 on his bottom, yeah,0.0,RYA,CHI,1.4630000000000223,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 yeah, his bottom stuck,0.0,CHI,CHI,0.7309999999999945,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 his bottom stuck, his bottom's stuck I see,0.0,CHI,RYA,1.9630000000000223,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 his bottom's stuck I see, ye,-1.0,RYA,CHI,2.027999999999963,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 ye, where where's the where's the boy,0.0,CHI,MOT,1.4630000000000223,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 where where's the where's the boy, what's by the sliding board,0.0,MOT,MOT,3.0919999999999845,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 what's by the sliding board, huh,0.0,MOT,CHI,2.759999999999991,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 huh, huh,0.0,CHI,CHI,1.2309999999999945,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 huh, huh what's in there,0.0,CHI,CHI,1.8780000000000427,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 huh what's in there, there's a baby in there,0.0,CHI,CHI,2.742999999999995,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 there's a baby in there, there's a baby in there,0.0,CHI,RYA,2.44399999999996,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 there's a baby in there, there baby in there,0.0,RYA,CHI,1.2960000000000491,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 there baby in there, that was the baby in there Mommy,0.0,CHI,CHI,1.8959999999999582,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 that was the baby in there Mommy, did did he put the baby in there,0.0,CHI,MOT,3.009999999999991,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 did did he put the baby in there, huh,0.0,MOT,CHI,2.4090000000000487,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 huh, I gotta fit cows in there over there,0.0,CHI,CHI,0.5159999999999627,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 I gotta fit cows in there over there, I wan wanna pl I wanna play play with them,0.0,CHI,CHI,3.2590000000000146,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 I wan wanna pl I wanna play play with them, you wanna play with these,0.0,CHI,RYA,2.8589999999999804,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 you wanna play with these, there tractor und there,0.0,RYA,CHI,1.3629999999999995,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 there tractor und there, the tractor was under the table wasn't it,0.0,CHI,RYA,1.3799999999999955,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 the tractor was under the table wasn't it, it's under xxx,3.0,RYA,CHI,2.194000000000017,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 it's under xxx, Ben can you tell the farmer where the cow is,2.0,CHI,RYA,2.5529999999999973,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 Ben can you tell the farmer where the cow is, this farmer can't see where's the cow,0.0,RYA,RYA,3.2760000000000105,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 this farmer can't see where's the cow, that's it tha it,2.0,RYA,CHI,3.3899999999999864,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 that's it tha it, where was the cow,0.0,CHI,MOT,2.30600000000004,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 where was the cow, he's in the cow pee,0.0,MOT,CHI,1.231999999999971,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 he's in the cow pee, in the cow pee,0.0,CHI,MOT,2.026999999999987,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 in the cow pee, is that where the cow goes pee,0.0,MOT,RYA,1.6299999999999955,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 is that where the cow goes pee, yes,0.0,RYA,CHI,1.8600000000000136,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 yes, I saw a cow on a farm,4.0,CHI,CHI,1.3310000000000173,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 I saw a cow on a farm, you saw a cow on a farm,0.0,CHI,RYA,1.9839999999999804,False,['P2Y05M03D'],True,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 you saw a cow on a farm, yeah,0.0,RYA,CHI,1.2309999999999945,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 yeah, what what did the cow do,0.0,CHI,RYA,0.8149999999999977,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 what what did the cow do, cow went xxx,1.0,RYA,CHI,1.146000000000015,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 cow went xxx, Ben can you tell the farmer where his sheep is,5.0,CHI,RYA,6.132000000000005,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 Ben can you tell the farmer where his sheep is, tell him where his sheep is,0.0,RYA,RYA,3.1759999999999877,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 tell him where his sheep is, xxx he ride it,0.0,RYA,CHI,3.923000000000002,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 xxx he ride it, he's gonna ride the sheep,0.0,CHI,RYA,3.141999999999996,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 he's gonna ride the sheep, okay,0.0,RYA,RYA,1.879000000000019,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 okay, oops,5.0,RYA,RYA,1.2129999999999654,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 oops, oopsie,0.0,RYA,CHI,0.9350000000000023,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 oopsie, on his ba bottom,3.0,CHI,CHI,1.7130000000000223,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 on his ba bottom, on his bottom,0.0,CHI,MOT,2.9259999999999877,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 on his bottom, he's a run he he's sposta run,0.0,MOT,CHI,1.2309999999999945,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 he's a run he he's sposta run, he's sposta run,0.0,CHI,MOT,4.222000000000037,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 he's sposta run, him sposta run,0.0,MOT,CHI,1.3959999999999582,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 him sposta run, where's he sposta run to,0.0,CHI,MOT,2.0950000000000273,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 where's he sposta run to, uh he's he's a he's a run on the farm,0.0,MOT,CHI,1.3969999999999914,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 uh he's he's a he's a run on the farm, run on the farm okay,0.0,CHI,MOT,4.704999999999984,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 run on the farm okay, whoo,0.0,MOT,CHI,1.4630000000000223,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 whoo, on the farm,0.0,CHI,CHI,1.4630000000000223,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 on the farm, where is he,0.0,CHI,RYA,2.44399999999996,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 where is he, huh,4.0,RYA,CHI,1.379000000000019,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 huh, what's in there,0.0,CHI,CHI,1.288000000000011,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 what's in there, I don't know open it up,0.0,CHI,RYA,1.7959999999999923,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 I don't know open it up, let's see,0.0,RYA,RYA,2.36099999999999,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 let's see, there's something in there,0.0,RYA,CHI,0.7319999999999709,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 there's something in there, tadah,0.0,CHI,CHI,4.47199999999998,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 tadah, tadah,0.0,CHI,CHI,1.4630000000000791,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 tadah, what is it,0.0,CHI,MOT,1.4800000000000182,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 what is it, tadah,0.0,MOT,CHI,0.8139999999999645,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 tadah, it was in there in in there,0.0,CHI,CHI,1.5109999999999673,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 it was in there in in there, it it was in there,0.0,CHI,CHI,2.8780000000000427,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 it it was in there, I think it goes on the back of the tractor,0.0,CHI,MOT,1.0299999999999727,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 I think it goes on the back of the tractor, I think these go back,0.0,MOT,CHI,1.879000000000019,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 I think these go back, a little cart,0.0,CHI,MOT,2.02800000000002,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 a little cart, cart go back there,0.0,MOT,CHI,0.7319999999999709,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 cart go back there, set it down,0.0,CHI,MOT,2.2770000000000437,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 set it down, that boy's gon going to go on tractor,0.0,MOT,CHI,0.6490000000000009,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 that boy's gon going to go on tractor, I see you later right,0.0,CHI,CHI,2.02699999999993,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 I see you later right, right,0.0,CHI,CHI,4.47199999999998,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 right, he he bonk his head head,0.0,CHI,CHI,0.9980000000000473,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 he he bonk his head head, how come everybody's bonkin their head today,-1.5,CHI,MOT,5.501999999999953,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 how come everybody's bonkin their head today, he got his hat on and so so he don't bonk his head,0.0,MOT,CHI,2.5270000000000437,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 he got his hat on and so so he don't bonk his head, yeah he's not bonkin his head he's got a hat on,0.0,CHI,MOT,6.91700000000003,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 yeah he's not bonkin his head he's got a hat on, hat on,0.0,MOT,CHI,2.425999999999931,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 hat on, he don't bonk his head,0.0,CHI,CHI,1.2309999999999945,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 he don't bonk his head, oh knocked another f farm down,0.0,CHI,CHI,2.759999999999991,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 oh knocked another f farm down, oh no well can you fix it,0.0,CHI,MOT,3.657000000000039,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 oh no well can you fix it, sure,0.0,MOT,CHI,1.629000000000019,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 sure, xxx,10.0,CHI,CHI,2.44399999999996,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 xxx, what are you doin now,0.0,CHI,MOT,0.8140000000000782,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 what are you doin now, xxx,0.0,MOT,CHI,1.0819999999999936,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 xxx, Ben which side of the fence should we put the animals on,2.0,CHI,RYA,3.7239999999999327,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 Ben which side of the fence should we put the animals on, which side should we put the animals on,0.0,RYA,RYA,3.602000000000089,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 which side should we put the animals on, they're go on here,0.0,RYA,CHI,3.0919999999999845,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 they're go on here, oh the chicken's gonna sit on the fence,0.0,CHI,RYA,3.009999999999991,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 oh the chicken's gonna sit on the fence, where should the the sheep go,0.0,RYA,RYA,2.675999999999931,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 where should the the sheep go, sheep go over here,0.0,RYA,CHI,2.9260000000000446,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 sheep go over here, over there,0.0,CHI,RYA,3.990000000000009,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 over there, and which which side of the fence should the pig stay on,0.0,RYA,RYA,0.7309999999999945,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 and which which side of the fence should the pig stay on, pig,0.0,RYA,CHI,3.822999999999979,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 pig, what's that cow doing,4.0,CHI,RYA,5.370999999999981,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 what's that cow doing, he's laying down,0.0,RYA,CHI,1.8960000000000719,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 he's laying down, he's watchin tv,0.0,CHI,CHI,1.9269999999999072,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 he's watchin tv, cow is watchin tv at home,0.0,CHI,CHI,1.9630000000000791,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 cow is watchin tv at home, the cow's watching tv at home,0.0,CHI,RYA,2.5919999999999845,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 the cow's watching tv at home, cow is watchin tv,2.0,RYA,CHI,2.02800000000002,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 cow is watchin tv, what's his what's the cow's favorite show,0.0,CHI,MOT,2.9049999999999727,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 what's his what's the cow's favorite show, I watch Mowgli at home,0.0,MOT,CHI,1.8959999999999582,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
 I watch Mowgli at home, Mowgli,0.0,CHI,MOT,5.3700000000000045,False,['P2Y05M03D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Ben/020503.xml
