utterance,response,response_time,speaker,responder,utterance_time,error,age,past_tense,plural,overlap,source_file
 jooo, I did that xxx,0.0,CHI,CHI,11.980999999999995,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 I did that xxx, xxx in bed xxx,0.0,CHI,CHI,14.664999999999964,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 xxx in bed xxx, pink t towel pink towel,0.0,CHI,CHI,5.1889999999999645,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 pink t towel pink towel, ah we ah we go to bed,0.0,CHI,CHI,6.22300000000007,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 ah we ah we go to bed, xxx,0.0,CHI,CHI,5.8419999999999845,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 xxx, I know,0.0,CHI,CHI,9.182000000000016,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 I know, I know,0.0,CHI,CHI,3.3210000000000264,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 I know, xxx,0.0,CHI,CHI,3.0299999999999727,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 xxx, this thing sit,0.0,CHI,CHI,15.827999999999975,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 this thing sit, and this sit there and wait,0.0,CHI,CHI,3.144999999999982,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 and this sit there and wait, xxx,0.0,CHI,CHI,2.6240000000000236,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 xxx, can can you open all the way way way way,0.0,CHI,CHI,5.887000000000057,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 can can you open all the way way way way, ah eh there,-0.053999999999973625,CHI,CHI,9.266999999999939,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 ah eh there, let Mary I know the notebook,0.0,CHI,CHI,6.199999999999932,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 let Mary I know the notebook, one two xxx,0.0,CHI,CHI,15.302000000000135,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 one two xxx, five kick took my uh,0.0,CHI,CHI,10.134999999999991,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 five kick took my uh,,0.0,CHI,CHI,12.875999999999976,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
, sleepy bye,-0.010999999999967258,CHI,CHI,20.03800000000001,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 sleepy bye, xxx,0.0,CHI,CHI,3.911999999999807,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 xxx,,-0.02299999999991087,CHI,CHI,5.6310000000000855,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
, I can't wake up xxx,-0.011999999999943611,CHI,CHI,8.370999999999867,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 I can't wake up xxx, xxx,0.0,CHI,CHI,10.320999999999913,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 xxx, daraway sarket,0.0,CHI,CHI,10.672000000000025,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 daraway sarket, daraway sarket,0.0,CHI,CHI,4.479000000000042,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 daraway sarket, Mormor said no,0.0019999999999527063,CHI,CHI,5.086000000000013,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 Mormor said no, can let me sleep xxx,0.0,CHI,CHI,3.644999999999982,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 can let me sleep xxx, so hafta get mom,0.0,CHI,CHI,5.248000000000047,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 so hafta get mom, Ma ah,0.0,CHI,CHI,8.5,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 Ma ah, napkin oder over over that,0.0,CHI,CHI,1.7980000000000018,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 napkin oder over over that, did it,0.011999999999943611,CHI,CHI,4.611000000000104,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 did it, huh did xxx,0.0,CHI,CHI,2.2639999999998963,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 huh did xxx, that's where my xxx is,0.0,CHI,CHI,5.665000000000191,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 that's where my xxx is, bend it Emily take off,0.0,CHI,CHI,2.9609999999997854,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 bend it Emily take off, I did it,0.0,CHI,CHI,9.694000000000187,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 I did it, xxx,0.0,CHI,CHI,3.3439999999998236,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 xxx, xxx,0.0,CHI,CHI,1.915000000000191,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 xxx, couple things getting up,0.0,CHI,CHI,2.321999999999889,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 couple things getting up, what is this,0.0,CHI,CHI,3.134999999999991,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 what is this, well some way,0.0,CHI,CHI,1.752999999999929,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 well some way, so why my kids go sleep me,0.0009999999999763531,CHI,CHI,2.6360000000001946,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 so why my kids go sleep me, Mormor say night,0.0,CHI,CHI,2.5529999999998836,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 Mormor say night, have go sleep,0.0,CHI,CHI,2.229000000000042,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 have go sleep, so why huhkh so why my kh hafta go t sleep,0.0,CHI,CHI,1.625,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 so why huhkh so why my kh hafta go t sleep, I can't go sleep,0.0,CHI,CHI,7.894999999999982,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 I can't go sleep, so top and the baby,0.0,CHI,CHI,3.34699999999998,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 so top and the baby, so why can Emmy xxx,0.00200000000018008,CHI,CHI,9.57899999999995,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 so why can Emmy xxx, I hafta go bed,0.0,CHI,CHI,10.808999999999969,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 I hafta go bed, so say the back,0.0,CHI,CHI,2.90300000000002,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 so say the back, I hafta go bed,0.0,CHI,CHI,4.225999999999885,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 I hafta go bed, no,0.0,CHI,CHI,2.4960000000000946,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 no, I don't eh,0.0,CHI,CHI,4.241999999999962,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 I don't eh, bow so baby,0.0,CHI,CHI,7.406999999999925,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 bow so baby, baby,0.0,CHI,CHI,13.003000000000156,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 baby, I can read a book,0.0,CHI,CHI,2.7519999999999527,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 I can read a book, I put it into my head,0.0,CHI,CHI,3.563999999999851,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 I put it into my head, xxx Emmy maybe ma xxx put my head,0.0,CHI,CHI,3.4830000000001746,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 xxx Emmy maybe ma xxx put my head,,0.0,CHI,CHI,13.536999999999807,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
, xxx,0.0,CHI,CHI,12.853000000000065,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 xxx, door knock and we put the baby nap there,0.018000000000029104,CHI,CHI,3.3900000000001,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 door knock and we put the baby nap there, and we put the play in the big girl room nap,0.0,CHI,CHI,7.0659999999998035,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 and we put the play in the big girl room nap, nap nap,0.0,CHI,CHI,5.305000000000064,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 nap nap, put baby bed here,0.0,CHI,CHI,2.9010000000000673,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 put baby bed here, baby girl in xxx,0.0,CHI,CHI,4.088999999999942,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 baby girl in xxx,,0.0,CHI,CHI,3.203999999999951,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
, play a xxx,0.0,CHI,CHI,30.836000000000013,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 play a xxx,,0.0,CHI,CHI,4.028999999999996,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
, so,0.0,CHI,CHI,18.531000000000176,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 so,,0.0,CHI,CHI,1.3940000000000055,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
, so,0.0,CHI,CHI,7.057999999999993,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 so, so wawa,0.0,CHI,CHI,0.9369999999998981,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 so wawa, my daddy go down basement whedn m Ma,0.0,CHI,CHI,1.308999999999969,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 my daddy go down basement whedn m Ma, Ma Ma Ma,0.0,CHI,CHI,6.559999999999945,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 Ma Ma Ma, huh,-0.020999999999958163,CHI,DAD,2.1480000000001382,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 huh, xxx,0.0,DAD,CHI,2.8789999999999054,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 xxx, xxx say,0.0,CHI,CHI,5.352000000000089,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 xxx say, dah dah dah wah my daddy's n down big stairs,0.010999999999967258,CHI,CHI,7.847999999999956,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 dah dah dah wah my daddy's n down big stairs,,0.0,CHI,CHI,20.154999999999973,False,['P1Y09M24D'],False,True,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
,,0.0,CHI,CHI,7.883000000000038,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
, Ma m Ma house,0.0,CHI,CHI,11.285000000000082,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 Ma m Ma house, it's keep xxx,0.0,CHI,CHI,13.954999999999927,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 it's keep xxx, go xxx,0.0,CHI,CHI,6.050999999999931,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 go xxx, come back oh come on,0.0,CHI,CHI,11.763000000000147,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 come back oh come on,,0.0,CHI,CHI,8.555999999999813,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
, I'm putting my head up,7.5,CHI,CHI,22.22199999999998,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 I'm putting my head up,,0.0,CHI,CHI,7.903999999999996,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
,,0.0,CHI,CHI,122.97500000000014,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
, I get out free,0.0,CHI,CHI,6.653999999999996,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 I get out free, I do xxx free,0.0,CHI,CHI,10.368999999999915,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 I do xxx free, xxx,0.0,CHI,CHI,8.763000000000147,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 xxx, uh oh that too,0.0,CHI,CHI,6.270999999999958,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 uh oh that too,,0.0,CHI,CHI,7.244999999999891,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
, I woke up,0.0,CHI,CHI,44.75400000000013,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 I woke up, you woke up,-0.023000000000138243,CHI,MOM,10.797000000000025,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 you woke up, I didn't think you napped,0.0,MOM,MOM,2.1480000000001382,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 I didn't think you napped,,0.0,MOM,CHI,2.1709999999998217,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
, hey,0.0,CHI,MOM,5.247000000000071,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 hey, I took my,0.0,MOM,CHI,9.926999999999907,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 I took my,,0.0,CHI,CHI,7.0590000000001965,False,['P1Y09M24D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010924.xml
 okay xxx, okay good_night sweetheart goodnap I'll see you when you wake up,0.0,DAD,DAD,9.711,False,['P1Y09M25D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010925.xml
 okay good_night sweetheart goodnap I'll see you when you wake up,,7.765000000000001,DAD,CHI,3.459999999999999,False,['P1Y09M25D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010925.xml
, I just,7.974000000000004,CHI,CHI,13.430999999999997,False,['P1Y09M25D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010925.xml
 I just, Emmy baby xxx put that down,0.0,CHI,CHI,2.5619999999999976,False,['P1Y09M25D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010925.xml
 Emmy baby xxx put that down, give me some clips after n nap,0.0,CHI,CHI,12.938000000000002,False,['P1Y09M25D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010925.xml
 give me some clips after n nap, then Emmy put that down,0.0,CHI,CHI,4.829999999999998,False,['P1Y09M25D'],False,True,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010925.xml
 then Emmy put that down, for then Emmy need her light on,0.0,CHI,CHI,2.7659999999999982,False,['P1Y09M25D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010925.xml
 for then Emmy need her light on, when Emmy take uh take one nap,0.0,CHI,CHI,2.972999999999999,False,['P1Y09M25D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010925.xml
 when Emmy take uh take one nap, would,0.0,CHI,CHI,3.0559999999999974,False,['P1Y09M25D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010925.xml
 would, wind,0.0,CHI,CHI,4.913000000000011,False,['P1Y09M25D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010925.xml
 wind, win,0.0,CHI,CHI,4.540999999999997,False,['P1Y09M25D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010925.xml
 win, w w w in,0.0,CHI,CHI,2.228999999999999,False,['P1Y09M25D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010925.xml
 w w w in, Emily cry only in night time,0.0,CHI,CHI,2.8059999999999974,False,['P1Y09M25D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010925.xml
 Emily cry only in night time, play outside,0.0,CHI,CHI,4.912999999999997,False,['P1Y09M25D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010925.xml
 play outside, and uh only and th the the car broke,0.0,CHI,CHI,1.858000000000004,False,['P1Y09M25D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010925.xml
 and uh only and th the the car broke, get up from nap,0.0,CHI,CHI,10.569000000000003,False,['P1Y09M25D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010925.xml
 get up from nap, xxx,0.0,CHI,CHI,2.228999999999999,False,['P1Y09M25D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010925.xml
 xxx, xxx,0.0,CHI,CHI,1.858000000000004,False,['P1Y09M25D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010925.xml
 xxx, I pank,0.0,CHI,CHI,2.7369999999999948,False,['P1Y09M25D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010925.xml
 I pank, pank,0.0,CHI,CHI,1.281000000000006,False,['P1Y09M25D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010925.xml
 pank, I pank,0.0,CHI,CHI,2.6839999999999975,False,['P1Y09M25D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010925.xml
 I pank, I I pank,0.0,CHI,CHI,5.200999999999993,False,['P1Y09M25D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010925.xml
 I I pank, I say no,0.0,CHI,CHI,4.004000000000005,False,['P1Y09M25D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010925.xml
 I say no, I said I said no,0.0,CHI,CHI,2.296999999999997,False,['P1Y09M25D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010925.xml
 I said I said no, I said no,0.0,CHI,CHI,4.143000000000015,False,['P1Y09M25D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010925.xml
 I said no, and this is no,0.0,CHI,CHI,1.8579999999999757,False,['P1Y09M25D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010925.xml
 and this is no, I don't get don't get,0.0,CHI,CHI,5.367000000000019,False,['P1Y09M25D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010925.xml
 I don't get don't get, I said no,0.0,CHI,CHI,4.292000000000002,False,['P1Y09M25D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010925.xml
 I said no, I said no,0.0,CHI,CHI,2.108000000000004,False,['P1Y09M25D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010925.xml
 I said no, Emmy have that,0.0,CHI,CHI,3.4429999999999836,False,['P1Y09M25D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010925.xml
 Emmy have that, Emmy wanna have,0.0,CHI,CHI,1.5910000000000082,False,['P1Y09M25D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010925.xml
 Emmy wanna have, xxx,0.0,CHI,CHI,2.867999999999995,False,['P1Y09M25D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010925.xml
 xxx, I say no,0.0,CHI,CHI,70.939,False,['P1Y09M25D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010925.xml
 I say no, no I said no,0.0,CHI,CHI,2.2520000000000095,False,['P1Y09M25D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010925.xml
 no I said no, I said no,-0.012000000000000455,CHI,CHI,13.828000000000003,False,['P1Y09M25D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010925.xml
 I said no, I said n,0.0,CHI,CHI,3.3789999999999907,False,['P1Y09M25D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010925.xml
 I said n, o nn I said no,0.0,CHI,CHI,3.0529999999999973,False,['P1Y09M25D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010925.xml
 o nn I said no, I said no,0.0,CHI,CHI,5.77000000000001,False,['P1Y09M25D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010925.xml
 I said no, I I said no dd,0.0,CHI,CHI,2.3220000000000027,False,['P1Y09M25D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010925.xml
 I I said no dd, she already when I sleeping,0.0,CHI,CHI,4.563000000000017,False,['P1Y09M25D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010925.xml
 she already when I sleeping, hh,0.0,CHI,CHI,6.199999999999989,False,['P1Y09M25D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010925.xml
 hh, I go sleep,0.0,CHI,CHI,16.87700000000001,False,['P1Y09M25D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010925.xml
 I go sleep, put blanket on Emmy,0.0,CHI,CHI,0.9629999999999654,False,['P1Y09M25D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010925.xml
 put blanket on Emmy, good night Em,0.0,CHI,CHI,1.9630000000000223,False,['P1Y09M25D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/010925.xml
 what is that, what does it look like to you,0.0,DAD,DAD,2.891,False,['P1Y10M05D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/011005.xml
 what does it look like to you, cat,0.0,DAD,CHI,0.952,False,['P1Y10M05D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/011005.xml
 cat, that's a xxx,0.0,CHI,DAD,1.4859999999999998,False,['P1Y10M05D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/011005.xml
 that's a xxx, okay night night hon I love you,0.0,DAD,DAD,0.8820000000000006,False,['P1Y10M05D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/011005.xml
 okay night night hon I love you, cat,0.0,DAD,CHI,2.125,False,['P1Y10M05D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/011005.xml
 cat, cat,0.0,CHI,CHI,2.067,False,['P1Y10M05D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/011005.xml
 cat, cat,0.0,CHI,CHI,1.568999999999999,False,['P1Y10M05D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/011005.xml
 cat, the cat,0.0,CHI,CHI,1.386000000000001,False,['P1Y10M05D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/011005.xml
 the cat, the cat the cat,0.0,CHI,CHI,1.3419999999999987,False,['P1Y10M05D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/011005.xml
 the cat the cat, that cat hat,0.0,CHI,CHI,3.8000000000000007,False,['P1Y10M05D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/011005.xml
 that cat hat, they the cats,0.0,CHI,CHI,1.9379999999999988,False,['P1Y10M05D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/011005.xml
 they the cats, they the cats,0.0,CHI,CHI,1.4860000000000007,False,['P1Y10M05D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/011005.xml
 they the cats, they the c cats,0.0,CHI,CHI,2.1080000000000005,False,['P1Y10M05D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/011005.xml
 they the c cats, the cats,0.0,CHI,CHI,2.5159999999999982,False,['P1Y10M05D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/011005.xml
 the cats, the cat,0.0,CHI,CHI,3.468,False,['P1Y10M05D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/011005.xml
 the cat, the cat the cat that that ca,-0.00999999999999801,CHI,CHI,1.5440000000000005,False,['P1Y10M05D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/011005.xml
 the cat the cat that that ca, that cat,0.0,CHI,CHI,4.794999999999998,False,['P1Y10M05D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/011005.xml
 that cat, the cat,0.0,CHI,CHI,2.4819999999999993,False,['P1Y10M05D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/011005.xml
 the cat, they look,0.0,CHI,CHI,1.2540000000000049,False,['P1Y10M05D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/011005.xml
 they look, many cat,0.0,CHI,CHI,1.043999999999997,False,['P1Y10M05D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/011005.xml
 many cat,,0.0,CHI,CHI,1.5559999999999974,False,['P1Y10M05D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/011005.xml
, why didn't they get that big one,0.0,CHI,CHI,23.156999999999996,False,['P1Y10M05D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Nelson/011005.xml
