utterance,response,response_time,speaker,responder,utterance_time,error,age,past_tense,plural,overlap,source_file
 splash, oh splash,0.0,MOT,JEN,1.414000000000044,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 oh splash, and how does he make that splash,0.0,JEN,JEN,1.1129999999999995,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 and how does he make that splash, hm,0.0,JEN,JEN,3.1759999999999877,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 hm, Jillian tell Jenell how you splashed in your pool yesterday,0.0,JEN,GRA,4.786999999999978,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 Jillian tell Jenell how you splashed in your pool yesterday, I in my pool,0.0,GRA,CHI,7.064999999999998,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 I in my pool, you did,0.0,CHI,JEN,2.36099999999999,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 you did, how did you do that,0.0,JEN,GRA,0.5650000000000546,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 how did you do that, show me,0.0,GRA,JEN,0.9819999999999709,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 show me, what did you go down,0.0,JEN,GRA,0.9809999999999945,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 what did you go down, a nice,0.0,GRA,CHI,1.7959999999999923,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 a nice, what did you do in the pool,0.0,CHI,GRA,3.3240000000000123,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 what did you do in the pool, it was nice,0.0,GRA,MOT,1.4630000000000223,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 it was nice, yeah,0.0,MOT,MOT,0.5649999999999977,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 yeah, did you go down the slide,0.0,MOT,MOT,1.3139999999999645,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 did you go down the slide, yeah,0.0,MOT,CHI,3.2420000000000186,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 yeah, yeah,0.0,CHI,MOT,1.396000000000015,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 yeah, wow what's the baby gonna do,13.0,MOT,MOT,1.0639999999999645,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 wow what's the baby gonna do, hey Jilly look at this man,7.0,MOT,JEN,1.7130000000000223,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 hey Jilly look at this man, look at his xxx,0.0,JEN,MOT,2.8589999999999804,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 look at his xxx, baby,0.0,MOT,MOT,2.444000000000017,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 baby, do you mind if I draw some pictures Jillian,0.0,MOT,JEN,2.9259999999999877,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 do you mind if I draw some pictures Jillian, is that okay,0.0,JEN,JEN,2.11099999999999,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 is that okay, I need milk,0.0,JEN,CHI,1.4630000000000223,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 I need milk, oh okay,0.0,CHI,JEN,2.61099999999999,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 oh okay, milk,0.0,JEN,CHI,1.5459999999999923,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 milk, she gets really hungry,0.0,CHI,MOT,1.0649999999999977,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 she gets really hungry, yeah,0.0,MOT,JEN,3.657000000000039,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 yeah, and thirsty,0.0,JEN,MOT,0.6479999999999677,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 and thirsty, how come you need milk Jilly,0.0,MOT,JEN,1.1650000000000205,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 how come you need milk Jilly, why do you need milk,0.0,JEN,JEN,1.593999999999994,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 why do you need milk, are you thirsty,0.0,JEN,JEN,2.194999999999993,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 are you thirsty, milkshake,0.0,JEN,CHI,2.8430000000000177,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 milkshake, well it's a chocolate milk okay,0.0,CHI,MOT,3.2579999999999814,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 well it's a chocolate milk okay, choco milk,0.0,MOT,CHI,2.9259999999999877,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 choco milk, yeah do you wanna have one,0.0,CHI,MOT,1.6299999999999955,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 yeah do you wanna have one, yeah,0.0,MOT,CHI,2.046000000000049,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 yeah, what are you gonna do,-0.8799999999999955,CHI,MOT,0.8799999999999955,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 what are you gonna do, drink,0.0,MOT,CHI,1.2309999999999945,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 drink, what's this,0.0,CHI,MOT,1.6949999999999932,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 what's this, what's that called,0.0,MOT,MOT,2.69399999999996,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 what's that called, a straw,0.0,MOT,CHI,0.6650000000000205,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 a straw, very good,0.0,CHI,MOT,1.6960000000000264,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 very good, those look like somethin,19.0,MOT,MOT,3.2409999999999854,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 those look like somethin, do you know what these are,0.0,MOT,JEN,2.6100000000000136,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 do you know what these are, a sea horse,23.5,JEN,CHI,3.0259999999999536,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 a sea horse, you think it's a seahorse,0.0,CHI,MOT,2.483000000000004,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 you think it's a seahorse, oh,0.0,MOT,JEN,1.646000000000015,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 oh, xxx nice xxx,0.0,JEN,JEN,2.093999999999994,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 xxx nice xxx, like the one that you made today right,0.0,JEN,MOT,1.3799999999999955,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 like the one that you made today right, how pretty,0.0,MOT,JEN,1.5459999999999923,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 how pretty, looks like there's some color on there Jilly how did you put that color on there,0.0,JEN,JEN,3.6090000000000373,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 looks like there's some color on there Jilly how did you put that color on there, on the seahorse,0.0,JEN,MOT,5.668999999999983,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 on the seahorse, what'd what did you do to make the seahorse sweetie,0.0,MOT,MOT,3.240000000000009,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 what'd what did you do to make the seahorse sweetie, I paint these sea sea,0.0,MOT,CHI,2.9259999999999877,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 I paint these sea sea, very good,0.0,CHI,JEN,10.841000000000008,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 very good, he's so pretty,0.0,JEN,MOT,1.4460000000000264,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 he's so pretty, is it a he or a she,0.0,MOT,MOT,1.1299999999999955,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 is it a he or a she, you don't know,0.0,MOT,MOT,1.2309999999999945,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 you don't know, a seahorse,0.0,MOT,CHI,3.2409999999999854,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 a seahorse, is it a boy or a girl,0.0,CHI,MOT,5.4529999999999745,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 is it a boy or a girl, and on this picture here where would the seahorse be down here or up here,0.0,MOT,JEN,1.8610000000000468,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 and on this picture here where would the seahorse be down here or up here, in the water,0.0,JEN,MOT,7.963999999999999,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 in the water, good,0.0,MOT,JEN,4.322999999999979,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 good, very nice,0.0,JEN,MOT,0.6809999999999832,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 very nice, what about him,0.0,MOT,JEN,1.5790000000000077,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 what about him, does he go in this picture at all,0.0,JEN,JEN,3.5090000000000146,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 does he go in this picture at all, he does,0.0,JEN,JEN,4.13900000000001,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 he does, maybe up here,0.0,JEN,JEN,2.026999999999987,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 maybe up here, he can be the captain,0.0,JEN,JEN,0.9979999999999905,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 he can be the captain, what does the captain do,0.0,JEN,MOT,2.492999999999995,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 what does the captain do, you always tell me what captains do,0.0,MOT,MOT,3.3590000000000373,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 you always tell me what captains do, I can hold your drink if you want,0.0,MOT,MOT,2.575999999999965,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 I can hold your drink if you want, drive,0.0,MOT,CHI,2.3600000000000136,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 drive, they drive,0.0,CHI,MOT,0.8990000000000009,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 they drive, they drive what though,0.0,MOT,MOT,1.1299999999999955,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 they drive what though, um the boat,0.0,MOT,CHI,2.7099999999999795,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 um the boat, they do they drive on the boat,0.0,CHI,MOT,2.576000000000022,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 they do they drive on the boat, do they say funny things,0.0,MOT,MOT,1.5470000000000255,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 do they say funny things, har,0.0,MOT,CHI,1.2129999999999654,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 har, arr,0.0,CHI,MOT,5.851999999999975,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 arr, yeah,0.0,MOT,CHI,0.7309999999999945,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 yeah, wow we're funny,0.0,CHI,MOT,1.5460000000000491,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 wow we're funny, so the captain drives huh,0.0,MOT,JEN,2.3780000000000427,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 so the captain drives huh, yep,0.0,JEN,JEN,4.622999999999934,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 yep, and now this dinosaur's the captain of this boat,0.0,JEN,MOT,1.69399999999996,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 and now this dinosaur's the captain of this boat, wow,0.0,MOT,MOT,4.38900000000001,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 wow, what's this guy then,0.0,MOT,MOT,1.9630000000000791,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 what's this guy then, a kipetain,0.0,MOT,CHI,1.0459999999999354,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 a kipetain, he's he's a a what,0.0,CHI,MOT,6.350999999999999,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 he's he's a a what, a kipetain,0.0,MOT,MOT,1.94500000000005,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 a kipetain, like which is different than a captain,0.0,MOT,MOT,1.5459999999999354,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 like which is different than a captain, okay,0.0,MOT,MOT,2.6100000000000136,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 okay, I don't,0.0,MOT,JEN,3.1760000000000446,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 I don't, maybe he's a sailor,0.0,JEN,MOT,2.8419999999999845,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 maybe he's a sailor, do you think maybe he's a sailor,-0.0009999999999763531,MOT,MOT,0.8319999999999936,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 do you think maybe he's a sailor, on the boat too,0.0,MOT,MOT,1.7970000000000255,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 on the boat too, or should he not go in the boat,0.0,MOT,MOT,1.4459999999999127,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 or should he not go in the boat, I bet he wants some of this,0.0,MOT,JEN,1.77800000000002,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 I bet he wants some of this, what's he doin,0.0,JEN,MOT,2.36099999999999,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 what's he doin, what are you doin,0.0,MOT,MOT,6.982000000000085,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 what are you doin, here let me take that it's done I think,5.0,MOT,MOT,6.434999999999945,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 here let me take that it's done I think, wow you drank that quickly,0.0,MOT,MOT,4.47199999999998,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 wow you drank that quickly, can we tip it,0.0,MOT,CHI,2.1940000000000737,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 can we tip it, tip it to try and get the end,0.0,CHI,MOT,2.377999999999929,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 tip it to try and get the end, yeah,0.0,MOT,CHI,1.6970000000000027,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 yeah, so these dinosaurs are hungry so what are we gonna do with this group,0.0,CHI,JEN,0.6470000000000482,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 so these dinosaurs are hungry so what are we gonna do with this group, I'm sorry,0.0,JEN,MOT,15.677000000000021,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 I'm sorry, that's okay,0.0,MOT,JEN,13.16599999999994,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 that's okay, she's a hungry girl,0.0,JEN,JEN,0.6159999999999854,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 she's a hungry girl, thirsty girl right,0.0,JEN,JEN,2.643000000000029,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 thirsty girl right, yeah,0.0,JEN,JEN,1.4800000000000182,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 yeah, she's gotta be she never takes anything down there,0.0,JEN,MOT,2.177000000000021,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 she's gotta be she never takes anything down there, xxx,0.0,MOT,MOT,2.4449999999999363,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 xxx, yeah I know,0.0,MOT,JEN,1.61099999999999,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 yeah I know, you okay sweetie,0.0,JEN,JEN,0.6000000000000227,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 you okay sweetie, careful,0.0,JEN,GRA,2.658999999999992,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 careful, I needta tip it,0.0,GRA,CHI,0.4819999999999709,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 I needta tip it, it's empty now honey,0.0,CHI,MOT,2.6270000000000664,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 it's empty now honey, it really is empty,0.0,MOT,MOT,1.5299999999999727,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 it really is empty, you drank that fast,0.0,MOT,MOT,0.8799999999999955,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 you drank that fast, tip it,0.0,MOT,CHI,1.4139999999999873,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 tip it, I tried,0.0,CHI,MOT,0.9630000000000791,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 I tried, I needta tip it,0.0,MOT,CHI,1.1319999999999482,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 I needta tip it, there's nothing left honey bun,0.0,CHI,MOT,1.7770000000000437,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 there's nothing left honey bun, I needta tip it,0.0,MOT,CHI,1.4629999999999654,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 I needta tip it, it's really kind of empty,0.0,CHI,MOT,2.2789999999999964,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 it's really kind of empty, nothin,0.0,MOT,MOT,3.407000000000039,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 nothin, xxx,0.0,MOT,MOT,4.388999999999896,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 xxx, so what about these guys,-0.8970000000000482,MOT,JEN,0.8970000000000482,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 so what about these guys, dadada they go up and,0.0,JEN,CHI,1.2310000000001082,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 dadada they go up and, what are they gonna do with this fruit here,0.0,CHI,JEN,4.703999999999951,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 what are they gonna do with this fruit here, to eat,0.0,JEN,CHI,2.842999999999961,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 to eat, boy oh boy,0.0,CHI,JEN,6.916000000000054,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 boy oh boy, you okay,0.0,JEN,MOT,1.5629999999999882,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 you okay, good coughing,0.0,MOT,JEN,3.3909999999999627,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 good coughing, good covering your mouth,0.0,JEN,MOT,4.72199999999998,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 good covering your mouth, my caugh cough hurt,-0.8999999999999773,MOT,CHI,2.5090000000000146,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 my caugh cough hurt, another milkshake,0.0,CHI,CHI,1.4629999999999654,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 another milkshake, no we're gonna go home and have a milkshake,0.0,CHI,GRA,4.073000000000093,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 no we're gonna go home and have a milkshake, there isn't another we're gonna have dinner in a little while,-1.3979999999999109,GRA,MOT,1.3979999999999109,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 there isn't another we're gonna have dinner in a little while, Grandma made you dinner,0.0,MOT,GRA,2.44399999999996,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 Grandma made you dinner, but you hafta play first for a little bit,0.0,GRA,GRA,1.2129999999999654,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 but you hafta play first for a little bit, okay,0.0,GRA,MOT,2.69500000000005,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 okay, you don't get to see Jenell every day,0.0,MOT,MOT,0.5639999999999645,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 you don't get to see Jenell every day, right,0.0,MOT,MOT,2.27800000000002,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 right, we should play with her,0.0,MOT,MOT,1.1299999999999955,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 we should play with her, Jilly did you see there are stickers here,0.0,MOT,JEN,0.8980000000000246,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 Jilly did you see there are stickers here, you can put this on your picture too,0.0,JEN,JEN,4.13900000000001,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 you can put this on your picture too, yeah,0.0,JEN,CHI,4.339999999999918,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 yeah, do you know who these guys are,0.0,CHI,JEN,2.908999999999992,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 do you know who these guys are, do you ever see those on the Disney_Channel,0.0,JEN,JEN,1.3130000000001019,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
 do you ever see those on the Disney_Channel, we don't get the Disney_Channel,0.0,JEN,MOT,2.2779999999999063,False,['P2Y01M29D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml
